"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ql-2",,,,"User:","qlio"
"Cmdline:","dstat -t -c -m --output w12c100.csv",,,,"Date:","08 Jan 2012 04:02:09 PST"

"system","total cpu usage",,,,,,"memory usage",,,
08-01 04:05:52,97.083,1.917,0.0,0.0,0.0,1.0,1749524480.0,321892352.0,1675083776.0,21579763712.0
08-01 04:05:53,97.167,2.083,0.167,0.0,0.0,0.583,1744773120.0,321892352.0,1675083776.0,21584515072.0
08-01 04:05:54,98.083,1.250,0.0,0.0,0.0,0.667,1750925312.0,321892352.0,1675083776.0,21578362880.0
08-01 04:05:55,96.333,2.583,0.083,0.0,0.0,1.0,1725087744.0,321892352.0,1675083776.0,21604200448.0
08-01 04:05:56,96.917,1.917,0.333,0.0,0.0,0.833,1749323776.0,321892352.0,1675083776.0,21579964416.0
08-01 04:05:57,97.417,1.417,0.0,0.0,0.0,1.167,1742561280.0,321892352.0,1675083776.0,21586726912.0
08-01 04:05:58,97.0,1.917,0.083,0.0,0.0,1.0,1733799936.0,321892352.0,1675083776.0,21595488256.0
08-01 04:05:59,96.833,1.667,0.083,0.0,0.0,1.417,1737101312.0,321892352.0,1675083776.0,21592186880.0
08-01 04:06:00,97.250,1.667,0.0,0.0,0.0,1.083,1746116608.0,321892352.0,1675083776.0,21583171584.0
08-01 04:06:01,96.750,1.833,0.0,0.0,0.0,1.417,1755258880.0,321892352.0,1675083776.0,21574029312.0
08-01 04:06:02,98.0,0.833,0.0,0.0,0.0,1.167,1747419136.0,321892352.0,1675083776.0,21581869056.0
08-01 04:06:03,96.833,2.083,0.083,0.0,0.0,1.0,1723936768.0,321892352.0,1675083776.0,21605351424.0
08-01 04:06:04,96.833,2.250,0.167,0.0,0.0,0.750,1716383744.0,321892352.0,1675083776.0,21612904448.0
08-01 04:06:05,96.417,2.500,0.417,0.0,0.0,0.667,1744019456.0,321892352.0,1675083776.0,21585268736.0
08-01 04:06:06,97.833,1.500,0.0,0.0,0.0,0.667,1773797376.0,321892352.0,1675083776.0,21555490816.0
08-01 04:06:07,97.917,1.083,0.0,0.0,0.0,1.0,1769037824.0,321892352.0,1675083776.0,21560250368.0
08-01 04:06:08,97.583,1.500,0.167,0.0,0.0,0.750,1764540416.0,321892352.0,1675083776.0,21564747776.0
08-01 04:06:09,97.250,1.750,0.167,0.0,0.0,0.833,1749876736.0,321892352.0,1675083776.0,21579411456.0
08-01 04:06:10,97.750,1.417,0.083,0.0,0.0,0.750,1724919808.0,321892352.0,1675083776.0,21604368384.0
08-01 04:06:11,97.083,2.0,0.0,0.0,0.0,0.917,1747771392.0,321892352.0,1675083776.0,21581516800.0
08-01 04:06:12,98.250,0.833,0.167,0.0,0.0,0.750,1740533760.0,321892352.0,1675083776.0,21588754432.0
08-01 04:06:13,97.0,2.417,0.083,0.0,0.0,0.500,1750978560.0,321892352.0,1675083776.0,21578309632.0
08-01 04:06:14,97.583,1.583,0.0,0.0,0.0,0.833,1739423744.0,321892352.0,1675083776.0,21589864448.0
08-01 04:06:15,96.833,2.417,0.0,0.0,0.0,0.750,1735589888.0,321892352.0,1675083776.0,21593698304.0
08-01 04:06:16,96.417,2.333,0.083,0.0,0.0,1.167,1729134592.0,321892352.0,1675087872.0,21600149504.0
08-01 04:06:17,96.917,1.917,0.0,0.0,0.0,1.167,1749397504.0,321892352.0,1675087872.0,21579886592.0
08-01 04:06:18,98.250,1.417,0.0,0.0,0.0,0.333,1748185088.0,321892352.0,1675087872.0,21581099008.0
08-01 04:06:19,97.667,1.833,0.0,0.0,0.0,0.500,1756536832.0,321892352.0,1675087872.0,21572747264.0
08-01 04:06:20,96.833,1.917,0.167,0.0,0.0,1.083,1744650240.0,321892352.0,1675087872.0,21584633856.0
08-01 04:06:21,97.250,2.0,0.0,0.0,0.0,0.750,1759682560.0,321892352.0,1675087872.0,21569601536.0
08-01 04:06:22,97.750,1.333,0.0,0.0,0.0,0.917,1756835840.0,321892352.0,1675087872.0,21572448256.0
08-01 04:06:23,97.833,1.583,0.0,0.0,0.0,0.583,1737084928.0,321892352.0,1675087872.0,21592199168.0
08-01 04:06:24,97.333,1.500,0.167,0.0,0.0,1.0,1749815296.0,321892352.0,1675087872.0,21579468800.0
08-01 04:06:25,96.917,2.167,0.083,0.0,0.0,0.833,1756372992.0,321892352.0,1675087872.0,21572911104.0
08-01 04:06:26,97.833,1.083,0.0,0.0,0.0,1.083,1751535616.0,321892352.0,1675087872.0,21577748480.0
08-01 04:06:27,97.917,1.417,0.0,0.0,0.0,0.667,1721442304.0,321892352.0,1675087872.0,21607841792.0
08-01 04:06:28,97.417,1.833,0.083,0.0,0.0,0.667,1760391168.0,321892352.0,1675087872.0,21568892928.0
08-01 04:06:29,97.667,1.750,0.0,0.0,0.0,0.583,1748742144.0,321892352.0,1675087872.0,21580541952.0
08-01 04:06:30,97.917,1.333,0.0,0.0,0.0,0.750,1743282176.0,321892352.0,1675087872.0,21586001920.0
08-01 04:06:31,97.667,1.417,0.0,0.0,0.0,0.917,1740648448.0,321892352.0,1675087872.0,21588635648.0
08-01 04:06:32,97.667,1.667,0.0,0.0,0.0,0.667,1765560320.0,321892352.0,1675087872.0,21563723776.0
08-01 04:06:33,97.250,1.500,0.0,0.0,0.0,1.250,1755713536.0,321892352.0,1675087872.0,21573570560.0
08-01 04:06:34,97.667,1.167,0.250,0.0,0.0,0.917,1742446592.0,321892352.0,1675087872.0,21586837504.0
08-01 04:06:35,96.917,2.417,0.0,0.0,0.0,0.667,1754812416.0,321892352.0,1675087872.0,21574471680.0
08-01 04:06:36,97.750,1.583,0.0,0.0,0.0,0.667,1753235456.0,321892352.0,1675087872.0,21576048640.0
08-01 04:06:37,97.500,1.833,0.0,0.0,0.0,0.667,1761673216.0,321892352.0,1675087872.0,21567610880.0
08-01 04:06:38,97.583,1.833,0.0,0.0,0.0,0.583,1748516864.0,321892352.0,1675087872.0,21580767232.0
08-01 04:06:39,97.500,1.417,0.0,0.0,0.0,1.083,1741209600.0,321892352.0,1675087872.0,21588074496.0
08-01 04:06:40,97.917,1.583,0.0,0.0,0.0,0.500,1753067520.0,321892352.0,1675087872.0,21576216576.0
08-01 04:06:41,97.917,1.583,0.083,0.0,0.0,0.417,1733656576.0,321892352.0,1675087872.0,21595627520.0
08-01 04:06:42,97.667,1.750,0.083,0.0,0.0,0.500,1748987904.0,321892352.0,1675087872.0,21580296192.0
08-01 04:06:43,97.917,1.250,0.0,0.0,0.0,0.833,1749909504.0,321892352.0,1675087872.0,21579374592.0
08-01 04:06:44,97.417,1.833,0.0,0.0,0.0,0.750,1749188608.0,321892352.0,1675087872.0,21580095488.0
08-01 04:06:45,97.583,1.750,0.0,0.0,0.0,0.667,1745436672.0,321892352.0,1675087872.0,21583847424.0
08-01 04:06:46,96.917,2.250,0.0,0.0,0.0,0.833,1743200256.0,321892352.0,1675087872.0,21586083840.0
08-01 04:06:47,97.833,1.750,0.0,0.0,0.0,0.417,1752051712.0,321892352.0,1675087872.0,21577232384.0
08-01 04:06:48,97.583,1.750,0.0,0.0,0.0,0.667,1751076864.0,321892352.0,1675087872.0,21578207232.0
08-01 04:06:49,97.500,1.583,0.0,0.0,0.0,0.917,1750237184.0,321892352.0,1675087872.0,21579046912.0
08-01 04:06:50,96.917,2.167,0.167,0.0,0.0,0.750,1736175616.0,321892352.0,1675087872.0,21593108480.0
08-01 04:06:51,97.667,1.750,0.0,0.0,0.0,0.583,1754390528.0,321892352.0,1675087872.0,21574893568.0
08-01 04:06:52,97.917,1.583,0.083,0.0,0.0,0.417,1756733440.0,321892352.0,1675087872.0,21572550656.0
08-01 04:06:53,97.417,1.750,0.167,0.0,0.0,0.667,1782616064.0,321892352.0,1675087872.0,21546668032.0
08-01 04:06:54,97.750,1.833,0.0,0.0,0.0,0.417,1789014016.0,321892352.0,1675087872.0,21540270080.0
08-01 04:06:55,97.750,1.417,0.167,0.0,0.0,0.667,1781968896.0,321892352.0,1675087872.0,21547315200.0
08-01 04:06:56,97.583,1.500,0.0,0.0,0.0,0.917,1774977024.0,321892352.0,1675087872.0,21554307072.0
08-01 04:06:57,97.667,1.417,0.0,0.0,0.0,0.917,1751195648.0,321892352.0,1675091968.0,21578084352.0
08-01 04:06:58,97.250,2.333,0.083,0.0,0.0,0.333,1780465664.0,321892352.0,1675091968.0,21548814336.0
08-01 04:06:59,97.583,1.750,0.0,0.0,0.0,0.667,1761849344.0,321892352.0,1675091968.0,21567430656.0
08-01 04:07:00,98.083,1.417,0.0,0.0,0.0,0.500,1787183104.0,321892352.0,1675091968.0,21542096896.0
08-01 04:07:01,97.583,1.583,0.083,0.0,0.0,0.750,1744822272.0,321892352.0,1675091968.0,21584457728.0
08-01 04:07:02,97.250,1.583,0.0,0.0,0.0,1.167,1794367488.0,321892352.0,1675091968.0,21534912512.0
08-01 04:07:03,97.250,1.917,0.0,0.0,0.0,0.833,1788854272.0,321892352.0,1675091968.0,21540425728.0
08-01 04:07:04,98.0,1.583,0.0,0.0,0.0,0.417,1798459392.0,321892352.0,1675091968.0,21530820608.0
08-01 04:07:05,97.833,1.167,0.333,0.0,0.0,0.667,1794580480.0,321892352.0,1675091968.0,21534699520.0
08-01 04:07:06,97.0,1.500,0.0,0.0,0.0,1.500,1768742912.0,321892352.0,1675091968.0,21560537088.0
08-01 04:07:07,97.750,1.417,0.083,0.0,0.0,0.750,1795305472.0,321892352.0,1675091968.0,21533974528.0
08-01 04:07:08,96.833,1.917,0.083,0.0,0.0,1.167,1778864128.0,321892352.0,1675091968.0,21550415872.0
08-01 04:07:09,97.667,1.500,0.0,0.0,0.0,0.833,1774366720.0,321892352.0,1675091968.0,21554913280.0
08-01 04:07:10,97.500,1.750,0.083,0.0,0.0,0.667,1781399552.0,321892352.0,1675091968.0,21547880448.0
08-01 04:07:11,97.583,1.417,0.0,0.0,0.0,1.0,1763475456.0,321892352.0,1675091968.0,21565804544.0
08-01 04:07:12,97.333,1.750,0.083,0.0,0.0,0.833,1782476800.0,321892352.0,1675091968.0,21546803200.0
08-01 04:07:13,97.667,1.667,0.0,0.0,0.0,0.667,1786462208.0,321892352.0,1675091968.0,21542817792.0
08-01 04:07:14,97.167,2.083,0.0,0.0,0.0,0.750,1773568000.0,321892352.0,1675091968.0,21555712000.0
08-01 04:07:15,98.417,0.917,0.0,0.0,0.0,0.667,1770655744.0,321892352.0,1675091968.0,21558624256.0
08-01 04:07:16,97.583,1.833,0.0,0.0,0.0,0.583,1777975296.0,321892352.0,1675091968.0,21551304704.0
08-01 04:07:17,97.583,1.583,0.0,0.0,0.0,0.833,1788207104.0,321892352.0,1675091968.0,21541072896.0
08-01 04:07:18,96.917,2.250,0.0,0.0,0.0,0.833,1752465408.0,321892352.0,1675091968.0,21576814592.0
08-01 04:07:19,97.417,1.500,0.0,0.0,0.0,1.083,1791242240.0,321892352.0,1675091968.0,21538037760.0
08-01 04:07:20,98.167,1.417,0.0,0.0,0.0,0.417,1789800448.0,321892352.0,1675091968.0,21539479552.0
08-01 04:07:21,97.250,1.833,0.0,0.0,0.0,0.917,1772089344.0,321892352.0,1675091968.0,21557190656.0
08-01 04:07:22,96.917,1.917,0.083,0.0,0.0,1.083,1786757120.0,321892352.0,1675091968.0,21542522880.0
08-01 04:07:23,96.667,2.250,0.0,0.0,0.0,1.083,1751904256.0,321892352.0,1675091968.0,21577375744.0
08-01 04:07:24,97.083,2.250,0.0,0.0,0.0,0.667,1790062592.0,321892352.0,1675091968.0,21539217408.0
08-01 04:07:25,97.583,1.417,0.083,0.0,0.0,0.917,1753210880.0,321892352.0,1675091968.0,21576069120.0
08-01 04:07:26,97.333,2.083,0.167,0.0,0.0,0.417,1779384320.0,321892352.0,1675091968.0,21549895680.0
08-01 04:07:27,96.667,2.167,0.083,0.0,0.0,1.083,1780854784.0,321892352.0,1675091968.0,21548425216.0
08-01 04:07:28,98.417,1.167,0.083,0.0,0.0,0.333,1791234048.0,321892352.0,1675091968.0,21538045952.0
08-01 04:07:29,98.500,0.917,0.0,0.0,0.0,0.583,1779077120.0,321892352.0,1675091968.0,21550202880.0
08-01 04:07:30,97.167,1.750,0.167,0.0,0.0,0.917,1787297792.0,321892352.0,1675091968.0,21541982208.0
08-01 04:07:31,97.583,1.0,0.500,0.0,0.0,0.917,1768632320.0,321892352.0,1675091968.0,21560647680.0
08-01 04:07:32,97.083,1.833,0.167,0.0,0.0,0.917,1754791936.0,321892352.0,1675091968.0,21574488064.0
08-01 04:07:33,96.750,2.083,0.0,0.0,0.0,1.167,1739460608.0,321892352.0,1675091968.0,21589819392.0
08-01 04:07:34,97.833,1.167,0.167,0.0,0.0,0.833,1720160256.0,321892352.0,1675091968.0,21609119744.0
08-01 04:07:35,96.917,2.0,0.0,0.0,0.0,1.083,1713143808.0,321892352.0,1675091968.0,21616136192.0
08-01 04:07:36,96.500,1.833,0.167,0.0,0.0,1.500,1679273984.0,321892352.0,1675091968.0,21650006016.0
08-01 04:07:37,96.417,2.833,0.083,0.0,0.0,0.667,1657942016.0,321892352.0,1675091968.0,21671337984.0
08-01 04:07:38,97.583,1.583,0.083,0.0,0.0,0.750,1689051136.0,321892352.0,1675091968.0,21640228864.0
08-01 04:07:39,97.750,1.583,0.0,0.0,0.0,0.667,1685024768.0,321892352.0,1675096064.0,21644251136.0
08-01 04:07:40,97.083,2.500,0.0,0.0,0.0,0.417,1681059840.0,321892352.0,1675096064.0,21648216064.0
08-01 04:07:41,97.583,1.500,0.0,0.0,0.0,0.917,1679339520.0,321892352.0,1675096064.0,21649936384.0
08-01 04:07:42,96.417,2.083,0.417,0.0,0.0,1.083,1653399552.0,321892352.0,1675096064.0,21675876352.0
08-01 04:07:43,96.083,2.500,0.250,0.0,0.0,1.167,1695936512.0,321892352.0,1675096064.0,21633339392.0
08-01 04:07:44,96.583,2.500,0.0,0.0,0.0,0.917,1690095616.0,321892352.0,1675096064.0,21639180288.0
08-01 04:07:45,97.083,2.167,0.0,0.0,0.0,0.750,1691869184.0,321892352.0,1675100160.0,21637402624.0
08-01 04:07:46,97.417,1.833,0.167,0.0,0.0,0.583,1658220544.0,321892352.0,1675100160.0,21671051264.0
08-01 04:07:47,96.583,2.250,0.083,0.0,0.0,1.083,1652252672.0,321892352.0,1675100160.0,21677019136.0
08-01 04:07:48,96.750,2.083,0.583,0.0,0.0,0.583,1658347520.0,321892352.0,1675100160.0,21670924288.0
08-01 04:07:49,97.250,2.083,0.0,0.0,0.0,0.667,1646792704.0,321892352.0,1675100160.0,21682479104.0
08-01 04:07:50,96.750,2.167,0.083,0.0,0.0,1.0,1649618944.0,321892352.0,1675100160.0,21679652864.0
08-01 04:07:51,97.083,1.750,0.0,0.0,0.0,1.167,1661427712.0,321892352.0,1675100160.0,21667844096.0
08-01 04:07:52,97.500,1.833,0.167,0.0,0.0,0.500,1651269632.0,321892352.0,1675100160.0,21678002176.0
08-01 04:07:53,97.417,1.667,0.083,0.0,0.0,0.833,1646977024.0,321892352.0,1675100160.0,21682294784.0
08-01 04:07:54,97.250,2.333,0.0,0.0,0.0,0.417,1656819712.0,321892352.0,1675100160.0,21672452096.0
08-01 04:07:55,97.583,1.833,0.167,0.0,0.0,0.417,1641775104.0,321892352.0,1675100160.0,21687496704.0
08-01 04:07:56,97.250,1.583,0.167,0.0,0.0,1.0,1641545728.0,321892352.0,1675100160.0,21687726080.0
08-01 04:07:57,97.250,1.750,0.0,0.0,0.0,1.0,1656532992.0,321892352.0,1675100160.0,21672738816.0
08-01 04:07:58,97.167,2.083,0.167,0.0,0.0,0.583,1645010944.0,321892352.0,1675100160.0,21684260864.0
08-01 04:07:59,96.833,2.0,0.250,0.0,0.0,0.917,1658564608.0,321892352.0,1675100160.0,21670707200.0
08-01 04:08:00,96.750,2.333,0.083,0.0,0.0,0.833,1652723712.0,321892352.0,1675100160.0,21676548096.0
08-01 04:08:01,97.583,1.500,0.083,0.0,0.0,0.833,1627709440.0,321892352.0,1675100160.0,21701562368.0
08-01 04:08:02,96.750,2.083,0.250,0.0,0.0,0.917,1646915584.0,321892352.0,1675100160.0,21682356224.0
08-01 04:08:03,96.750,2.083,0.083,0.0,0.0,1.083,1645391872.0,321892352.0,1675100160.0,21683879936.0
08-01 04:08:04,96.667,2.083,0.167,0.0,0.0,1.083,1648025600.0,321892352.0,1675100160.0,21681246208.0
08-01 04:08:05,96.417,2.833,0.167,0.0,0.0,0.583,1654906880.0,321892352.0,1675100160.0,21674364928.0
08-01 04:08:06,96.583,2.583,0.0,0.0,0.0,0.833,1628594176.0,321892352.0,1675100160.0,21700677632.0
08-01 04:08:07,96.250,2.917,0.167,0.0,0.0,0.667,1656037376.0,321892352.0,1675100160.0,21673234432.0
08-01 04:08:08,97.833,1.500,0.0,0.0,0.0,0.667,1661222912.0,321892352.0,1675100160.0,21668048896.0
08-01 04:08:09,96.500,2.417,0.083,0.0,0.0,1.0,1650184192.0,321892352.0,1675100160.0,21679087616.0
08-01 04:08:10,98.0,1.083,0.250,0.0,0.0,0.667,1651941376.0,321892352.0,1675100160.0,21677330432.0
08-01 04:08:11,97.500,2.0,0.083,0.0,0.0,0.417,1652371456.0,321892352.0,1675100160.0,21676900352.0
08-01 04:08:12,97.750,1.833,0.0,0.0,0.0,0.417,1667014656.0,321892352.0,1675100160.0,21662257152.0
08-01 04:08:13,97.500,1.750,0.0,0.0,0.0,0.750,1650253824.0,321892352.0,1675100160.0,21679017984.0
08-01 04:08:14,97.167,1.500,0.083,0.0,0.0,1.250,1656569856.0,321892352.0,1675100160.0,21672701952.0
08-01 04:08:15,97.667,2.0,0.0,0.0,0.0,0.333,1644888064.0,321892352.0,1675100160.0,21684383744.0
08-01 04:08:16,97.417,2.083,0.0,0.0,0.0,0.500,1671712768.0,321892352.0,1675100160.0,21657559040.0
08-01 04:08:17,97.417,1.333,0.0,0.0,0.0,1.250,1690886144.0,321892352.0,1675100160.0,21638385664.0
08-01 04:08:18,97.333,1.750,0.250,0.0,0.0,0.667,1686441984.0,321892352.0,1675100160.0,21642829824.0
08-01 04:08:19,97.250,1.750,0.0,0.0,0.0,1.0,1703677952.0,321892352.0,1675100160.0,21625593856.0
08-01 04:08:20,96.667,2.417,0.0,0.0,0.0,0.917,1677770752.0,321892352.0,1675104256.0,21651496960.0
08-01 04:08:21,98.417,1.0,0.0,0.0,0.0,0.583,1679716352.0,321892352.0,1675104256.0,21649551360.0
08-01 04:08:22,96.667,2.667,0.0,0.0,0.0,0.667,1687748608.0,321892352.0,1675104256.0,21641519104.0
08-01 04:08:23,97.167,2.0,0.083,0.0,0.0,0.750,1684164608.0,321892352.0,1675104256.0,21645103104.0
08-01 04:08:24,96.583,2.167,0.0,0.0,0.0,1.250,1679618048.0,321892352.0,1675104256.0,21649649664.0
08-01 04:08:25,96.833,1.917,0.0,0.0,0.0,1.250,1683619840.0,321892352.0,1675104256.0,21645647872.0
08-01 04:08:26,97.0,2.250,0.083,0.0,0.0,0.667,1652805632.0,321892352.0,1675104256.0,21676462080.0
08-01 04:08:27,97.167,1.833,0.0,0.0,0.0,1.0,1644478464.0,321892352.0,1675104256.0,21684789248.0
08-01 04:08:28,97.083,1.750,0.0,0.0,0.0,1.167,1650700288.0,321892352.0,1675104256.0,21678567424.0
08-01 04:08:29,97.083,2.083,0.333,0.0,0.0,0.500,1648668672.0,321892352.0,1675104256.0,21680599040.0
08-01 04:08:30,97.0,2.250,0.0,0.0,0.0,0.750,1648635904.0,321892352.0,1675104256.0,21680631808.0
08-01 04:08:31,97.333,1.750,0.167,0.0,0.0,0.750,1642160128.0,321892352.0,1675104256.0,21687107584.0
08-01 04:08:32,97.167,1.750,0.333,0.0,0.0,0.750,1641050112.0,321892352.0,1675104256.0,21688217600.0
08-01 04:08:33,97.167,2.083,0.083,0.0,0.0,0.667,1655271424.0,321892352.0,1675104256.0,21673996288.0
08-01 04:08:34,96.750,2.167,0.167,0.0,0.0,0.917,1642819584.0,321892352.0,1675104256.0,21686448128.0
08-01 04:08:35,97.833,1.250,0.083,0.0,0.0,0.833,1653813248.0,321892352.0,1675104256.0,21675454464.0
08-01 04:08:36,97.583,1.500,0.0,0.0,0.0,0.917,1631379456.0,321892352.0,1675104256.0,21697888256.0
08-01 04:08:37,98.167,1.333,0.083,0.0,0.0,0.417,1653071872.0,321892352.0,1675104256.0,21676195840.0
08-01 04:08:38,97.750,1.500,0.0,0.0,0.0,0.750,1645740032.0,321892352.0,1675104256.0,21683527680.0
08-01 04:08:39,96.833,2.083,0.0,0.0,0.0,1.083,1660796928.0,321892352.0,1675104256.0,21668470784.0
08-01 04:08:40,97.333,1.750,0.0,0.0,0.0,0.917,1653567488.0,321892352.0,1675104256.0,21675700224.0
08-01 04:08:41,97.917,1.667,0.0,0.0,0.0,0.417,1637060608.0,321892352.0,1675104256.0,21692207104.0
08-01 04:08:42,97.500,1.833,0.0,0.0,0.0,0.667,1666502656.0,321892352.0,1675104256.0,21662765056.0
08-01 04:08:43,97.500,1.750,0.167,0.0,0.0,0.583,1648852992.0,321892352.0,1675104256.0,21680414720.0
08-01 04:08:44,96.917,2.167,0.0,0.0,0.0,0.917,1657327616.0,321892352.0,1675104256.0,21671940096.0
08-01 04:08:45,97.083,2.250,0.250,0.0,0.0,0.417,1656090624.0,321892352.0,1675104256.0,21673177088.0
08-01 04:08:46,97.500,1.750,0.0,0.0,0.0,0.750,1647583232.0,321892352.0,1675104256.0,21681684480.0
08-01 04:08:47,96.500,2.167,0.0,0.0,0.0,1.333,1629806592.0,321892352.0,1675104256.0,21699461120.0
08-01 04:08:48,97.583,1.750,0.083,0.0,0.0,0.583,1639677952.0,321892352.0,1675104256.0,21689589760.0
08-01 04:08:49,97.167,1.833,0.0,0.0,0.0,1.0,1638551552.0,321892352.0,1675104256.0,21690716160.0
08-01 04:08:50,74.292,1.679,22.980,0.0,0.0,1.049,1615618048.0,321892352.0,1675104256.0,21713649664.0
08-01 04:08:51,9.677,0.098,90.225,0.0,0.0,0.0,1613811712.0,321892352.0,1675104256.0,21715456000.0
08-01 04:08:52,15.030,0.0,84.970,0.0,0.0,0.0,1611808768.0,321892352.0,1675104256.0,21717458944.0
08-01 04:08:53,13.866,0.140,85.994,0.0,0.0,0.0,1615626240.0,321892352.0,1675104256.0,21713641472.0
08-01 04:08:54,11.251,0.230,88.519,0.0,0.0,0.0,1610006528.0,321892352.0,1675104256.0,21719261184.0
08-01 04:08:55,8.922,0.372,90.706,0.0,0.0,0.0,1614331904.0,321892352.0,1675104256.0,21714935808.0
08-01 04:08:56,6.366,0.518,93.116,0.0,0.0,0.0,1329016832.0,321892352.0,1675104256.0,22000250880.0
08-01 04:08:57,12.532,0.256,87.212,0.0,0.0,0.0,1320796160.0,321892352.0,1675104256.0,22008471552.0
