"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ql-2",,,,"User:","qlio"
"Cmdline:","dstat -t -c -m --output w96c100.csv",,,,"Date:","08 Jan 2012 03:54:43 PST"

"system","total cpu usage",,,,,,"memory usage",,,
08-01 03:58:26,97.167,1.917,0.0,0.0,0.0,0.917,7373828096.0,321892352.0,1675046912.0,15955496960.0
08-01 03:58:27,97.250,1.667,0.0,0.0,0.0,1.083,7375941632.0,321892352.0,1675046912.0,15953383424.0
08-01 03:58:28,96.583,2.333,0.0,0.0,0.0,1.083,7325532160.0,321892352.0,1675046912.0,16003792896.0
08-01 03:58:29,96.333,2.333,0.0,0.0,0.0,1.333,7280836608.0,321892352.0,1675046912.0,16048488448.0
08-01 03:58:30,96.333,2.167,0.0,0.0,0.0,1.500,7269281792.0,321892352.0,1675046912.0,16060043264.0
08-01 03:58:31,96.833,2.083,0.0,0.0,0.0,1.083,7292231680.0,321892352.0,1675046912.0,16037093376.0
08-01 03:58:32,97.583,1.667,0.0,0.0,0.0,0.750,7328133120.0,321892352.0,1675046912.0,16001191936.0
08-01 03:58:33,96.333,2.333,0.0,0.0,0.0,1.333,7368302592.0,321892352.0,1675046912.0,15961022464.0
08-01 03:58:34,97.917,1.500,0.0,0.0,0.0,0.583,7349002240.0,321892352.0,1675046912.0,15980322816.0
08-01 03:58:35,97.417,1.667,0.0,0.0,0.0,0.917,7332503552.0,321892352.0,1675046912.0,15996821504.0
08-01 03:58:36,96.667,2.167,0.0,0.0,0.0,1.167,7318507520.0,321892352.0,1675046912.0,16010817536.0
08-01 03:58:37,96.917,2.167,0.0,0.0,0.0,0.917,7340990464.0,321892352.0,1675046912.0,15988334592.0
08-01 03:58:38,97.500,1.417,0.0,0.0,0.0,1.083,7319023616.0,321892352.0,1675046912.0,16010301440.0
08-01 03:58:39,96.833,1.667,0.0,0.0,0.0,1.500,7334862848.0,321892352.0,1675046912.0,15994462208.0
08-01 03:58:40,97.0,1.250,0.0,0.0,0.0,1.750,7352004608.0,321892352.0,1675046912.0,15977320448.0
08-01 03:58:41,97.583,1.583,0.0,0.0,0.0,0.833,7359496192.0,321892352.0,1675046912.0,15969828864.0
08-01 03:58:42,97.083,1.833,0.0,0.0,0.0,1.083,7380320256.0,321892352.0,1675046912.0,15949004800.0
08-01 03:58:43,97.500,1.417,0.0,0.0,0.0,1.083,7367241728.0,321892352.0,1675046912.0,15962083328.0
08-01 03:58:44,96.583,2.250,0.0,0.0,0.0,1.167,7307087872.0,321892352.0,1675046912.0,16022237184.0
08-01 03:58:45,96.667,1.417,0.0,0.0,0.0,1.917,7306072064.0,321892352.0,1675046912.0,16023252992.0
08-01 03:58:46,96.417,2.333,0.0,0.0,0.0,1.250,7340482560.0,321892352.0,1675046912.0,15988842496.0
08-01 03:58:47,97.667,1.333,0.0,0.0,0.0,1.0,7347785728.0,321892352.0,1675046912.0,15981539328.0
08-01 03:58:48,96.917,2.083,0.0,0.0,0.0,1.0,7375003648.0,321892352.0,1675046912.0,15954321408.0
08-01 03:58:49,96.917,1.750,0.0,0.0,0.0,1.333,7344971776.0,321892352.0,1675046912.0,15984353280.0
08-01 03:58:50,97.083,2.250,0.0,0.0,0.0,0.667,7264882688.0,321892352.0,1675046912.0,16064442368.0
08-01 03:58:51,97.333,1.583,0.0,0.0,0.0,1.083,7240355840.0,321892352.0,1675046912.0,16088969216.0
08-01 03:58:52,96.833,2.083,0.0,0.0,0.0,1.083,7181950976.0,321892352.0,1675051008.0,16147369984.0
08-01 03:58:53,97.167,2.583,0.0,0.0,0.0,0.250,7227408384.0,321892352.0,1675051008.0,16101912576.0
08-01 03:58:54,98.167,1.417,0.0,0.0,0.0,0.417,7222456320.0,321892352.0,1675051008.0,16106864640.0
08-01 03:58:55,96.167,2.417,0.0,0.0,0.0,1.417,7192838144.0,321892352.0,1675051008.0,16136482816.0
08-01 03:58:56,97.083,1.917,0.0,0.0,0.0,1.0,7226773504.0,321892352.0,1675051008.0,16102547456.0
08-01 03:58:57,97.583,1.250,0.0,0.0,0.0,1.167,7217504256.0,321892352.0,1675051008.0,16111816704.0
08-01 03:58:58,96.750,1.917,0.0,0.0,0.0,1.333,7159537664.0,321892352.0,1675051008.0,16169783296.0
08-01 03:58:59,97.333,1.833,0.0,0.0,0.0,0.833,7074684928.0,321892352.0,1675051008.0,16254636032.0
08-01 03:59:00,96.250,2.500,0.0,0.0,0.0,1.250,7082176512.0,321892352.0,1675051008.0,16247144448.0
08-01 03:59:01,97.0,1.667,0.0,0.0,0.0,1.333,7130394624.0,321892352.0,1675051008.0,16198926336.0
08-01 03:59:02,97.417,1.583,0.0,0.0,0.0,1.0,7190392832.0,321892352.0,1675051008.0,16138928128.0
08-01 03:59:03,96.500,2.0,0.0,0.0,0.0,1.500,7164997632.0,321892352.0,1675051008.0,16164323328.0
08-01 03:59:04,97.583,1.500,0.0,0.0,0.0,0.917,7214866432.0,321892352.0,1675051008.0,16114454528.0
08-01 03:59:05,97.500,1.917,0.0,0.0,0.0,0.583,7213916160.0,321892352.0,1675051008.0,16115404800.0
08-01 03:59:06,97.333,1.667,0.0,0.0,0.0,1.0,7269277696.0,321892352.0,1675051008.0,16060043264.0
08-01 03:59:07,97.167,1.917,0.0,0.0,0.0,0.917,7268261888.0,321892352.0,1675051008.0,16061059072.0
08-01 03:59:08,97.417,1.417,0.0,0.0,0.0,1.167,7252611072.0,321892352.0,1675051008.0,16076709888.0
08-01 03:59:09,97.583,1.500,0.0,0.0,0.0,0.917,7200804864.0,321892352.0,1675051008.0,16128516096.0
08-01 03:59:10,97.417,1.667,0.0,0.0,0.0,0.917,7227883520.0,321892352.0,1675051008.0,16101437440.0
08-01 03:59:11,96.333,2.833,0.0,0.0,0.0,0.833,7243165696.0,321892352.0,1675051008.0,16086155264.0
08-01 03:59:12,97.417,1.250,0.0,0.0,0.0,1.333,7237324800.0,321892352.0,1675051008.0,16091996160.0
08-01 03:59:13,96.833,2.0,0.0,0.0,0.0,1.167,7226896384.0,321892352.0,1675051008.0,16102424576.0
08-01 03:59:14,96.750,2.083,0.0,0.0,0.0,1.167,7249051648.0,321892352.0,1675051008.0,16080269312.0
08-01 03:59:15,96.750,2.083,0.0,0.0,0.0,1.167,7241605120.0,321892352.0,1675051008.0,16087715840.0
08-01 03:59:16,97.333,2.083,0.0,0.0,0.0,0.583,7231422464.0,321892352.0,1675051008.0,16097898496.0
08-01 03:59:17,96.500,2.250,0.0,0.0,0.0,1.250,7254024192.0,321892352.0,1675051008.0,16075296768.0
08-01 03:59:18,97.167,1.667,0.0,0.0,0.0,1.167,7236997120.0,321892352.0,1675051008.0,16092323840.0
08-01 03:59:19,97.083,1.917,0.0,0.0,0.0,1.0,7246393344.0,321892352.0,1675051008.0,16082927616.0
08-01 03:59:20,97.083,1.583,0.0,0.0,0.0,1.333,7239852032.0,321892352.0,1675051008.0,16089468928.0
08-01 03:59:21,82.516,1.388,15.634,0.0,0.0,0.463,7216562176.0,321892352.0,1675051008.0,16112758784.0
08-01 03:59:22,0.0,0.0,100.0,0.0,0.0,0.0,7216463872.0,321892352.0,1675051008.0,16112857088.0
08-01 03:59:23,0.512,0.0,99.488,0.0,0.0,0.0,7193767936.0,321892352.0,1675051008.0,16135553024.0
