"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ql-2",,,,"User:","qlio"
"Cmdline:","dstat -t -c -m --output w12c200.csv",,,,"Date:","08 Jan 2012 04:10:31 PST"

"system","total cpu usage",,,,,,"memory usage",,,
08-01 04:14:14,97.750,1.833,0.0,0.0,0.0,0.417,1739010048.0,321892352.0,1675059200.0,21590302720.0
08-01 04:14:15,97.083,2.250,0.250,0.0,0.0,0.417,1727700992.0,321892352.0,1675059200.0,21601611776.0
08-01 04:14:16,97.750,1.500,0.0,0.0,0.0,0.750,1766572032.0,321892352.0,1675059200.0,21562740736.0
08-01 04:14:17,96.500,2.750,0.0,0.0,0.0,0.750,1735913472.0,321892352.0,1675059200.0,21593399296.0
08-01 04:14:18,96.417,2.667,0.083,0.0,0.0,0.833,1753165824.0,321892352.0,1675059200.0,21576146944.0
08-01 04:14:19,96.750,2.083,0.0,0.0,0.0,1.167,1747234816.0,321892352.0,1675059200.0,21582077952.0
08-01 04:14:20,96.417,2.333,0.083,0.0,0.0,1.167,1735286784.0,321892352.0,1675059200.0,21594025984.0
08-01 04:14:21,97.917,1.667,0.083,0.0,0.0,0.333,1757818880.0,321892352.0,1675059200.0,21571493888.0
08-01 04:14:22,96.250,1.750,0.417,0.0,0.0,1.583,1742737408.0,321892352.0,1675059200.0,21586575360.0
08-01 04:14:23,97.750,1.583,0.0,0.0,0.0,0.667,1753702400.0,321892352.0,1675059200.0,21575610368.0
08-01 04:14:24,96.917,2.417,0.0,0.0,0.0,0.667,1750327296.0,321892352.0,1675059200.0,21578985472.0
08-01 04:14:25,96.750,1.833,0.083,0.0,0.0,1.333,1757736960.0,321892352.0,1675059200.0,21571575808.0
08-01 04:14:26,96.833,2.500,0.0,0.0,0.0,0.667,1740275712.0,321892352.0,1675059200.0,21589037056.0
08-01 04:14:27,96.583,2.583,0.083,0.0,0.0,0.750,1731051520.0,321892352.0,1675059200.0,21598261248.0
08-01 04:14:28,96.750,2.500,0.0,0.0,0.0,0.750,1747841024.0,321892352.0,1675059200.0,21581471744.0
08-01 04:14:29,97.333,2.083,0.0,0.0,0.0,0.583,1753931776.0,321892352.0,1675059200.0,21575380992.0
08-01 04:14:30,97.500,1.583,0.0,0.0,0.0,0.917,1731121152.0,321892352.0,1675059200.0,21598191616.0
08-01 04:14:31,97.667,1.500,0.167,0.0,0.0,0.667,1757704192.0,321892352.0,1675059200.0,21571608576.0
08-01 04:14:32,96.917,2.333,0.167,0.0,0.0,0.583,1739304960.0,321892352.0,1675059200.0,21590007808.0
08-01 04:14:33,98.167,1.083,0.0,0.0,0.0,0.750,1752096768.0,321892352.0,1675059200.0,21577216000.0
08-01 04:14:34,96.167,2.750,0.0,0.0,0.0,1.083,1736556544.0,321892352.0,1675059200.0,21592756224.0
08-01 04:14:35,97.083,2.333,0.083,0.0,0.0,0.500,1736364032.0,321892352.0,1675059200.0,21592948736.0
08-01 04:14:36,96.583,2.583,0.083,0.0,0.0,0.750,1739980800.0,321892352.0,1675059200.0,21589331968.0
08-01 04:14:37,97.333,2.250,0.0,0.0,0.0,0.417,1734598656.0,321892352.0,1675059200.0,21594714112.0
08-01 04:14:38,97.750,1.833,0.0,0.0,0.0,0.417,1736527872.0,321892352.0,1675063296.0,21592780800.0
08-01 04:14:39,96.167,3.083,0.0,0.0,0.0,0.750,1746493440.0,321892352.0,1675063296.0,21582815232.0
08-01 04:14:40,97.750,1.917,0.0,0.0,0.0,0.333,1744388096.0,321892352.0,1675063296.0,21584920576.0
08-01 04:14:41,96.667,2.333,0.0,0.0,0.0,1.0,1754464256.0,321892352.0,1675063296.0,21574844416.0
08-01 04:14:42,95.583,2.583,0.417,0.0,0.0,1.417,1737900032.0,321892352.0,1675063296.0,21591408640.0
08-01 04:14:43,97.167,1.750,0.0,0.0,0.0,1.083,1748705280.0,321892352.0,1675063296.0,21580603392.0
08-01 04:14:44,97.250,1.417,0.083,0.0,0.0,1.250,1752035328.0,321892352.0,1675063296.0,21577273344.0
08-01 04:14:45,97.583,1.583,0.0,0.0,0.0,0.833,1746255872.0,321892352.0,1675063296.0,21583052800.0
08-01 04:14:46,97.083,2.0,0.083,0.0,0.0,0.833,1748697088.0,321892352.0,1675063296.0,21580611584.0
08-01 04:14:47,97.583,1.833,0.083,0.0,0.0,0.500,1735536640.0,321892352.0,1675063296.0,21593772032.0
08-01 04:14:48,97.333,2.0,0.167,0.0,0.0,0.500,1750454272.0,321892352.0,1675063296.0,21578854400.0
08-01 04:14:49,97.333,2.0,0.0,0.0,0.0,0.667,1762467840.0,321892352.0,1675063296.0,21566840832.0
08-01 04:14:50,97.583,1.667,0.0,0.0,0.0,0.750,1733181440.0,321892352.0,1675063296.0,21596127232.0
08-01 04:14:51,97.833,1.500,0.0,0.0,0.0,0.667,1749151744.0,321892352.0,1675063296.0,21580156928.0
08-01 04:14:52,97.500,1.917,0.083,0.0,0.0,0.500,1751887872.0,321892352.0,1675063296.0,21577420800.0
08-01 04:14:53,97.0,2.167,0.0,0.0,0.0,0.833,1751130112.0,321892352.0,1675063296.0,21578178560.0
08-01 04:14:54,98.417,1.167,0.0,0.0,0.0,0.417,1750048768.0,321892352.0,1675063296.0,21579259904.0
08-01 04:14:55,97.500,1.917,0.0,0.0,0.0,0.583,1753481216.0,321892352.0,1675063296.0,21575827456.0
08-01 04:14:56,97.667,1.750,0.0,0.0,0.0,0.583,1736339456.0,321892352.0,1675063296.0,21592969216.0
08-01 04:14:57,97.083,2.333,0.0,0.0,0.0,0.583,1733099520.0,321892352.0,1675063296.0,21596209152.0
08-01 04:14:58,97.417,1.500,0.250,0.0,0.0,0.833,1751175168.0,321892352.0,1675063296.0,21578133504.0
08-01 04:14:59,97.667,1.333,0.167,0.0,0.0,0.833,1739247616.0,321892352.0,1675063296.0,21590061056.0
08-01 04:15:00,97.750,1.250,0.0,0.0,0.0,1.0,1732210688.0,321892352.0,1675063296.0,21597097984.0
08-01 04:15:01,97.667,2.083,0.0,0.0,0.0,0.250,1736855552.0,321892352.0,1675063296.0,21592453120.0
08-01 04:15:02,96.833,2.333,0.167,0.0,0.0,0.667,1759268864.0,321892352.0,1675063296.0,21570039808.0
08-01 04:15:03,96.583,2.333,0.167,0.0,0.0,0.917,1772912640.0,321892352.0,1675063296.0,21556396032.0
08-01 04:15:04,97.667,1.667,0.250,0.0,0.0,0.417,1794420736.0,321892352.0,1675063296.0,21534887936.0
08-01 04:15:05,96.833,2.250,0.083,0.0,0.0,0.833,1745489920.0,321892352.0,1675063296.0,21583818752.0
08-01 04:15:06,96.583,2.333,0.083,0.0,0.0,1.0,1799979008.0,321892352.0,1675063296.0,21529329664.0
08-01 04:15:07,97.083,1.667,0.167,0.0,0.0,1.083,1794162688.0,321892352.0,1675063296.0,21535145984.0
08-01 04:15:08,97.167,1.917,0.167,0.0,0.0,0.750,1797300224.0,321892352.0,1675063296.0,21532008448.0
08-01 04:15:09,97.583,1.417,0.333,0.0,0.0,0.667,1795960832.0,321892352.0,1675063296.0,21533347840.0
08-01 04:15:10,98.417,0.917,0.0,0.0,0.0,0.667,1794486272.0,321892352.0,1675063296.0,21534822400.0
08-01 04:15:11,97.833,1.583,0.083,0.0,0.0,0.500,1781727232.0,321892352.0,1675063296.0,21547581440.0
08-01 04:15:12,97.333,2.083,0.0,0.0,0.0,0.583,1776836608.0,321892352.0,1675063296.0,21552472064.0
08-01 04:15:13,96.750,2.167,0.0,0.0,0.0,1.083,1779945472.0,321892352.0,1675063296.0,21549363200.0
08-01 04:15:14,96.250,2.417,0.083,0.0,0.0,1.250,1785741312.0,321892352.0,1675063296.0,21543567360.0
08-01 04:15:15,97.250,2.417,0.0,0.0,0.0,0.333,1774047232.0,321892352.0,1675063296.0,21555261440.0
08-01 04:15:16,96.667,2.250,0.083,0.0,0.0,1.0,1786257408.0,321892352.0,1675063296.0,21543051264.0
08-01 04:15:17,97.333,1.667,0.0,0.0,0.0,1.0,1766010880.0,321892352.0,1675063296.0,21563297792.0
08-01 04:15:18,97.417,2.0,0.083,0.0,0.0,0.500,1785204736.0,321892352.0,1675063296.0,21544103936.0
08-01 04:15:19,97.083,1.750,0.0,0.0,0.0,1.167,1746247680.0,321892352.0,1675067392.0,21583056896.0
08-01 04:15:20,96.583,2.583,0.0,0.0,0.0,0.833,1777885184.0,321892352.0,1675067392.0,21551419392.0
08-01 04:15:21,97.0,1.417,0.250,0.0,0.0,1.333,1767661568.0,321892352.0,1675067392.0,21561643008.0
08-01 04:15:22,97.417,1.583,0.083,0.0,0.0,0.917,1783050240.0,321892352.0,1675067392.0,21546254336.0
08-01 04:15:23,97.083,1.667,0.083,0.0,0.0,1.167,1777836032.0,321892352.0,1675067392.0,21551468544.0
08-01 04:15:24,95.917,2.583,0.167,0.0,0.0,1.333,1777983488.0,321892352.0,1675067392.0,21551321088.0
08-01 04:15:25,97.083,2.333,0.167,0.0,0.0,0.417,1775472640.0,321892352.0,1675067392.0,21553831936.0
08-01 04:15:26,96.417,2.167,0.250,0.0,0.0,1.167,1757265920.0,321892352.0,1675067392.0,21572038656.0
08-01 04:15:27,96.417,2.250,0.083,0.0,0.0,1.250,1772888064.0,321892352.0,1675067392.0,21556416512.0
08-01 04:15:28,96.500,2.417,0.167,0.0,0.0,0.917,1769480192.0,321892352.0,1675067392.0,21559824384.0
08-01 04:15:29,97.333,2.083,0.0,0.0,0.0,0.583,1789181952.0,321892352.0,1675067392.0,21540122624.0
08-01 04:15:30,96.667,2.167,0.167,0.0,0.0,1.0,1783480320.0,321892352.0,1675067392.0,21545824256.0
08-01 04:15:31,96.750,2.500,0.0,0.0,0.0,0.750,1746026496.0,321892352.0,1675067392.0,21583278080.0
08-01 04:15:32,97.0,1.917,0.0,0.0,0.0,1.083,1774350336.0,321892352.0,1675067392.0,21554954240.0
08-01 04:15:33,96.917,2.417,0.083,0.0,0.0,0.583,1764188160.0,321892352.0,1675067392.0,21565116416.0
08-01 04:15:34,96.917,2.500,0.0,0.0,0.0,0.583,1765859328.0,321892352.0,1675067392.0,21563445248.0
08-01 04:15:35,97.500,1.917,0.0,0.0,0.0,0.583,1760800768.0,321892352.0,1675067392.0,21568503808.0
08-01 04:15:36,97.083,1.917,0.083,0.0,0.0,0.917,1784864768.0,321892352.0,1675067392.0,21544439808.0
08-01 04:15:37,97.833,1.667,0.083,0.0,0.0,0.417,1768693760.0,321892352.0,1675067392.0,21560610816.0
08-01 04:15:38,96.833,2.333,0.0,0.0,0.0,0.833,1761267712.0,321892352.0,1675067392.0,21568036864.0
08-01 04:15:39,96.583,1.917,0.0,0.0,0.0,1.500,1783459840.0,321892352.0,1675067392.0,21545844736.0
08-01 04:15:40,96.667,2.333,0.167,0.0,0.0,0.833,1734672384.0,321892352.0,1675067392.0,21594632192.0
08-01 04:15:41,97.333,1.583,0.167,0.0,0.0,0.917,1712787456.0,321892352.0,1675067392.0,21616517120.0
08-01 04:15:42,96.667,2.583,0.083,0.0,0.0,0.667,1745756160.0,321892352.0,1675067392.0,21583548416.0
08-01 04:15:43,96.750,2.250,0.083,0.0,0.0,0.917,1666080768.0,321892352.0,1675067392.0,21663223808.0
08-01 04:15:44,96.917,2.333,0.083,0.0,0.0,0.667,1712762880.0,321892352.0,1675067392.0,21616541696.0
08-01 04:15:45,97.417,1.917,0.083,0.0,0.0,0.583,1753239552.0,321892352.0,1675067392.0,21576065024.0
08-01 04:15:46,98.0,1.417,0.083,0.0,0.0,0.500,1748496384.0,321892352.0,1675067392.0,21580808192.0
08-01 04:15:47,97.500,1.833,0.167,0.0,0.0,0.500,1757589504.0,321892352.0,1675067392.0,21571715072.0
08-01 04:15:48,97.0,2.417,0.0,0.0,0.0,0.583,1752125440.0,321892352.0,1675067392.0,21577179136.0
08-01 04:15:49,97.750,1.750,0.0,0.0,0.0,0.500,1746685952.0,321892352.0,1675067392.0,21582618624.0
08-01 04:15:50,96.917,2.250,0.083,0.0,0.0,0.750,1723604992.0,321892352.0,1675067392.0,21605699584.0
08-01 04:15:51,97.083,2.250,0.0,0.0,0.0,0.667,1759571968.0,321892352.0,1675067392.0,21569732608.0
08-01 04:15:52,96.667,2.167,0.083,0.0,0.0,1.083,1727160320.0,321892352.0,1675067392.0,21602144256.0
08-01 04:15:53,97.167,2.167,0.0,0.0,0.0,0.667,1758048256.0,321892352.0,1675067392.0,21571256320.0
08-01 04:15:54,97.417,1.833,0.167,0.0,0.0,0.583,1764777984.0,321892352.0,1675067392.0,21564526592.0
08-01 04:15:55,97.667,1.500,0.0,0.0,0.0,0.833,1756905472.0,321892352.0,1675067392.0,21572399104.0
08-01 04:15:56,98.083,1.417,0.0,0.0,0.0,0.500,1771728896.0,321892352.0,1675067392.0,21557575680.0
08-01 04:15:57,97.583,1.500,0.083,0.0,0.0,0.833,1761255424.0,321892352.0,1675067392.0,21568049152.0
08-01 04:15:58,97.083,1.833,0.167,0.0,0.0,0.917,1775603712.0,321892352.0,1675067392.0,21553700864.0
08-01 04:15:59,98.333,1.250,0.167,0.0,0.0,0.250,1765445632.0,321892352.0,1675067392.0,21563858944.0
08-01 04:16:00,97.667,1.667,0.0,0.0,0.0,0.667,1720713216.0,321892352.0,1675071488.0,21608587264.0
08-01 04:16:01,97.417,1.750,0.0,0.0,0.0,0.833,1750204416.0,321892352.0,1675071488.0,21579096064.0
08-01 04:16:02,97.500,2.0,0.0,0.0,0.0,0.500,1766330368.0,321892352.0,1675071488.0,21562970112.0
08-01 04:16:03,97.750,1.750,0.0,0.0,0.0,0.500,1752457216.0,321892352.0,1675071488.0,21576843264.0
08-01 04:16:04,97.333,2.0,0.083,0.0,0.0,0.583,1762529280.0,321892352.0,1675071488.0,21566771200.0
08-01 04:16:05,97.417,1.833,0.0,0.0,0.0,0.750,1742151680.0,321892352.0,1675071488.0,21587148800.0
08-01 04:16:06,98.0,1.083,0.0,0.0,0.0,0.917,1745350656.0,321892352.0,1675071488.0,21583949824.0
08-01 04:16:07,97.750,1.833,0.0,0.0,0.0,0.417,1717035008.0,321892352.0,1675071488.0,21612265472.0
08-01 04:16:08,97.500,2.167,0.0,0.0,0.0,0.333,1754619904.0,321892352.0,1675071488.0,21574680576.0
08-01 04:16:09,96.333,2.667,0.083,0.0,0.0,0.917,1733795840.0,321892352.0,1675071488.0,21595504640.0
08-01 04:16:10,98.167,1.333,0.0,0.0,0.0,0.500,1754017792.0,321892352.0,1675071488.0,21575282688.0
08-01 04:16:11,96.417,2.667,0.0,0.0,0.0,0.917,1707036672.0,321892352.0,1675071488.0,21622263808.0
08-01 04:16:12,96.917,2.417,0.0,0.0,0.0,0.667,1724178432.0,321892352.0,1675071488.0,21605122048.0
08-01 04:16:13,96.750,2.250,0.083,0.0,0.0,0.917,1736335360.0,321892352.0,1675071488.0,21592965120.0
08-01 04:16:14,96.917,2.083,0.0,0.0,0.0,1.0,1743605760.0,321892352.0,1675071488.0,21585694720.0
08-01 04:16:15,97.417,2.167,0.083,0.0,0.0,0.333,1725702144.0,321892352.0,1675071488.0,21603598336.0
08-01 04:16:16,96.167,2.500,0.167,0.0,0.0,1.167,1709703168.0,321892352.0,1675071488.0,21619597312.0
08-01 04:16:17,96.667,2.417,0.0,0.0,0.0,0.917,1735606272.0,321892352.0,1675071488.0,21593694208.0
08-01 04:16:18,96.583,2.333,0.500,0.0,0.0,0.583,1741971456.0,321892352.0,1675071488.0,21587329024.0
08-01 04:16:19,97.250,1.833,0.417,0.0,0.0,0.500,1722269696.0,321892352.0,1675071488.0,21607030784.0
08-01 04:16:20,97.083,2.083,0.0,0.0,0.0,0.833,1734238208.0,321892352.0,1675071488.0,21595062272.0
08-01 04:16:21,96.750,2.417,0.0,0.0,0.0,0.833,1749647360.0,321892352.0,1675071488.0,21579653120.0
08-01 04:16:22,97.167,2.417,0.0,0.0,0.0,0.417,1774153728.0,321892352.0,1675071488.0,21555146752.0
08-01 04:16:23,97.167,2.333,0.0,0.0,0.0,0.500,1743392768.0,321892352.0,1675071488.0,21585907712.0
08-01 04:16:24,97.167,2.083,0.0,0.0,0.0,0.750,1766281216.0,321892352.0,1675071488.0,21563019264.0
08-01 04:16:25,97.167,2.417,0.0,0.0,0.0,0.417,1776566272.0,321892352.0,1675071488.0,21552734208.0
08-01 04:16:26,96.333,2.167,0.250,0.0,0.0,1.250,1754853376.0,321892352.0,1675071488.0,21574447104.0
08-01 04:16:27,97.833,1.500,0.083,0.0,0.0,0.583,1758281728.0,321892352.0,1675071488.0,21571018752.0
08-01 04:16:28,97.167,1.750,0.083,0.0,0.0,1.0,1772249088.0,321892352.0,1675071488.0,21557051392.0
08-01 04:16:29,96.0,2.667,0.083,0.0,0.0,1.250,1767804928.0,321892352.0,1675071488.0,21561495552.0
08-01 04:16:30,97.333,1.833,0.167,0.0,0.0,0.667,1769623552.0,321892352.0,1675071488.0,21559676928.0
08-01 04:16:31,97.417,2.083,0.083,0.0,0.0,0.417,1760808960.0,321892352.0,1675071488.0,21568491520.0
08-01 04:16:32,96.750,2.333,0.083,0.0,0.0,0.833,1767604224.0,321892352.0,1675071488.0,21561696256.0
08-01 04:16:33,97.333,2.0,0.0,0.0,0.0,0.667,1757519872.0,321892352.0,1675071488.0,21571780608.0
08-01 04:16:34,96.500,2.500,0.0,0.0,0.0,1.0,1737269248.0,321892352.0,1675071488.0,21592031232.0
08-01 04:16:35,97.333,1.667,0.333,0.0,0.0,0.667,1762832384.0,321892352.0,1675071488.0,21566468096.0
08-01 04:16:36,97.583,1.667,0.0,0.0,0.0,0.750,1739116544.0,321892352.0,1675071488.0,21590183936.0
08-01 04:16:37,96.333,2.417,0.167,0.0,0.0,1.083,1740283904.0,321892352.0,1675071488.0,21589016576.0
08-01 04:16:38,96.583,2.417,0.333,0.0,0.0,0.667,1743269888.0,321892352.0,1675071488.0,21586030592.0
08-01 04:16:39,97.0,2.250,0.0,0.0,0.0,0.750,1776365568.0,321892352.0,1675071488.0,21552934912.0
08-01 04:16:40,96.750,2.083,0.083,0.0,0.0,1.083,1732337664.0,321892352.0,1675071488.0,21596962816.0
08-01 04:16:41,97.167,1.833,0.083,0.0,0.0,0.917,1685716992.0,321892352.0,1675071488.0,21643583488.0
08-01 04:16:42,96.250,3.083,0.167,0.0,0.0,0.500,1712570368.0,321892352.0,1675075584.0,21616726016.0
08-01 04:16:43,98.333,1.0,0.0,0.0,0.0,0.667,1734467584.0,321892352.0,1675075584.0,21594828800.0
08-01 04:16:44,97.417,1.750,0.0,0.0,0.0,0.833,1723994112.0,321892352.0,1675075584.0,21605302272.0
08-01 04:16:45,97.250,2.417,0.0,0.0,0.0,0.333,1721655296.0,321892352.0,1675075584.0,21607641088.0
08-01 04:16:46,96.583,2.667,0.083,0.0,0.0,0.667,1727053824.0,321892352.0,1675075584.0,21602242560.0
08-01 04:16:47,97.083,2.417,0.0,0.0,0.0,0.500,1724698624.0,321892352.0,1675075584.0,21604597760.0
08-01 04:16:48,96.833,2.083,0.083,0.0,0.0,1.0,1725517824.0,321892352.0,1675075584.0,21603778560.0
08-01 04:16:49,97.417,1.417,0.167,0.0,0.0,1.0,1730519040.0,321892352.0,1675075584.0,21598777344.0
08-01 04:16:50,97.500,2.167,0.0,0.0,0.0,0.333,1735561216.0,321892352.0,1675075584.0,21593735168.0
08-01 04:16:51,97.417,1.750,0.0,0.0,0.0,0.833,1730437120.0,321892352.0,1675075584.0,21598859264.0
08-01 04:16:52,98.083,1.417,0.167,0.0,0.0,0.333,1718534144.0,321892352.0,1675075584.0,21610762240.0
08-01 04:16:53,96.500,2.500,0.0,0.0,0.0,1.0,1741897728.0,321892352.0,1675075584.0,21587398656.0
08-01 04:16:54,97.417,2.0,0.083,0.0,0.0,0.500,1738469376.0,321892352.0,1675075584.0,21590827008.0
08-01 04:16:55,97.417,1.417,0.083,0.0,0.0,1.083,1739739136.0,321892352.0,1675075584.0,21589557248.0
08-01 04:16:56,97.333,1.750,0.083,0.0,0.0,0.833,1712320512.0,321892352.0,1675075584.0,21616975872.0
08-01 04:16:57,96.500,2.583,0.0,0.0,0.0,0.917,1728987136.0,321892352.0,1675075584.0,21600309248.0
08-01 04:16:58,97.417,1.917,0.0,0.0,0.0,0.667,1735225344.0,321892352.0,1675075584.0,21594071040.0
08-01 04:16:59,96.583,2.417,0.0,0.0,0.0,1.0,1748799488.0,321892352.0,1675075584.0,21580496896.0
08-01 04:17:00,97.667,1.250,0.0,0.0,0.0,1.083,1742102528.0,321892352.0,1675075584.0,21587193856.0
08-01 04:17:01,97.0,1.917,0.0,0.0,0.0,1.083,1763565568.0,321892352.0,1675075584.0,21565730816.0
08-01 04:17:02,97.833,1.750,0.083,0.0,0.0,0.333,1763708928.0,321892352.0,1675075584.0,21565587456.0
08-01 04:17:03,97.667,1.833,0.0,0.0,0.0,0.500,1748140032.0,321892352.0,1675075584.0,21581156352.0
08-01 04:17:04,97.250,1.667,0.0,0.0,0.0,1.083,1749872640.0,321892352.0,1675075584.0,21579423744.0
08-01 04:17:05,98.250,1.333,0.0,0.0,0.0,0.417,1756983296.0,321892352.0,1675075584.0,21572313088.0
08-01 04:17:06,97.333,1.833,0.0,0.0,0.0,0.833,1763389440.0,321892352.0,1675075584.0,21565906944.0
08-01 04:17:07,97.667,1.833,0.0,0.0,0.0,0.500,1756753920.0,321892352.0,1675075584.0,21572542464.0
08-01 04:17:08,97.417,1.917,0.0,0.0,0.0,0.667,1747357696.0,321892352.0,1675075584.0,21581938688.0
08-01 04:17:09,98.0,1.500,0.0,0.0,0.0,0.500,1750913024.0,321892352.0,1675075584.0,21578383360.0
08-01 04:17:10,96.917,2.333,0.0,0.0,0.0,0.750,1756626944.0,321892352.0,1675075584.0,21572669440.0
08-01 04:17:11,97.667,1.500,0.167,0.0,0.0,0.667,1752154112.0,321892352.0,1675075584.0,21577142272.0
08-01 04:17:12,96.917,2.500,0.083,0.0,0.0,0.500,1735450624.0,321892352.0,1675075584.0,21593845760.0
08-01 04:17:13,97.083,2.250,0.083,0.0,0.0,0.583,1751482368.0,321892352.0,1675075584.0,21577814016.0
08-01 04:17:14,97.0,1.917,0.167,0.0,0.0,0.917,1748516864.0,321892352.0,1675075584.0,21580779520.0
08-01 04:17:15,97.083,1.917,0.250,0.0,0.0,0.750,1750114304.0,321892352.0,1675075584.0,21579182080.0
08-01 04:17:16,97.750,1.750,0.083,0.0,0.0,0.417,1753702400.0,321892352.0,1675075584.0,21575593984.0
08-01 04:17:17,96.667,2.583,0.167,0.0,0.0,0.583,1755418624.0,321892352.0,1675075584.0,21573877760.0
08-01 04:17:18,97.0,2.333,0.0,0.0,0.0,0.667,1744183296.0,321892352.0,1675075584.0,21585113088.0
08-01 04:17:19,97.500,2.0,0.083,0.0,0.0,0.417,1758629888.0,321892352.0,1675075584.0,21570666496.0
08-01 04:17:20,96.750,2.0,0.250,0.0,0.0,1.0,1754107904.0,321892352.0,1675075584.0,21575188480.0
08-01 04:17:21,97.917,1.583,0.083,0.0,0.0,0.417,1749360640.0,321892352.0,1675075584.0,21579935744.0
08-01 04:17:22,96.750,2.500,0.0,0.0,0.0,0.750,1745932288.0,321892352.0,1675075584.0,21583364096.0
08-01 04:17:23,97.750,1.750,0.0,0.0,0.0,0.500,1742852096.0,321892352.0,1675075584.0,21586444288.0
08-01 04:17:24,97.917,1.500,0.083,0.0,0.0,0.500,1755926528.0,321892352.0,1675079680.0,21573365760.0
08-01 04:17:25,98.083,1.417,0.083,0.0,0.0,0.417,1753735168.0,321892352.0,1675079680.0,21575557120.0
08-01 04:17:26,97.083,2.0,0.083,0.0,0.0,0.833,1747578880.0,321892352.0,1675079680.0,21581713408.0
08-01 04:17:27,65.654,0.661,33.554,0.0,0.0,0.132,1755992064.0,321892352.0,1675079680.0,21573300224.0
08-01 04:17:28,24.494,0.449,75.056,0.0,0.0,0.0,1756528640.0,321892352.0,1675079680.0,21572763648.0
08-01 04:17:29,11.848,0.118,87.915,0.118,0.0,0.0,1738371072.0,321892352.0,1675079680.0,21590921216.0
08-01 04:17:30,5.552,0.113,94.334,0.0,0.0,0.0,1751314432.0,321892352.0,1675079680.0,21577977856.0
08-01 04:17:31,10.094,0.312,89.594,0.0,0.0,0.0,1756901376.0,321892352.0,1675079680.0,21572390912.0
08-01 04:17:32,13.573,0.416,86.011,0.0,0.0,0.0,1732902912.0,321892352.0,1675079680.0,21596389376.0
08-01 04:17:33,10.771,0.567,88.662,0.0,0.0,0.0,1756774400.0,321892352.0,1675079680.0,21572517888.0
08-01 04:17:34,2.471,0.088,97.440,0.0,0.0,0.0,1715814400.0,321892352.0,1675079680.0,21613477888.0
08-01 04:17:35,3.429,0.085,96.401,0.042,0.0,0.042,1321013248.0,321892352.0,1675079680.0,22008279040.0
08-01 04:17:36,0.683,0.0,99.204,0.0,0.0,0.114,1314217984.0,321892352.0,1675079680.0,22015074304.0
08-01 04:17:37,0.0,0.0,100.0,0.0,0.0,0.0,1313849344.0,321892352.0,1675079680.0,22015442944.0
08-01 04:17:38,0.0,0.0,100.0,0.0,0.0,0.0,1313832960.0,321892352.0,1675079680.0,22015459328.0
08-01 04:17:39,0.0,0.0,100.0,0.0,0.0,0.0,1313579008.0,321892352.0,1675079680.0,22015713280.0
08-01 04:17:40,0.477,0.095,99.428,0.0,0.0,0.0,1271296000.0,321892352.0,1675079680.0,22057996288.0
08-01 04:17:41,0.0,0.0,99.887,0.113,0.0,0.0,1271279616.0,321892352.0,1675079680.0,22058012672.0
08-01 04:17:42,0.0,0.0,100.0,0.0,0.0,0.0,1271279616.0,321892352.0,1675079680.0,22058012672.0
08-01 04:17:43,0.0,0.0,100.0,0.0,0.0,0.0,1271263232.0,321892352.0,1675079680.0,22058029056.0
08-01 04:17:44,0.0,0.0,99.929,0.0,0.0,0.071,1271214080.0,321892352.0,1675079680.0,22058078208.0
08-01 04:17:45,0.0,0.0,100.0,0.0,0.0,0.0,1271005184.0,321892352.0,1675079680.0,22058287104.0
08-01 04:17:46,0.0,0.0,100.0,0.0,0.0,0.0,1270923264.0,321892352.0,1675079680.0,22058369024.0
